City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
342,Luan,CH,46.3592,6.9759,36.7,87,100,5.99,snow
343,Xunchang,CN,28.4543,104.715,74.75,66,85,4.0,overcast clouds
344,Pierre,US,44.3683,-100.351,48.06,51,0,20.0,clear sky
345,Luderitz,NA,-26.6481,15.1594,63.81,67,0,25.88,clear sky
346,Guiong,PH,6.4186,122.0258,79.43,85,100,2.04,overcast clouds
347,Wynyard,AU,-41.0,145.7167,68.95,72,100,10.4,overcast clouds
348,Polunochnoye,RU,60.8697,60.4153,3.76,99,100,3.11,overcast clouds
349,Matara,LK,5.9485,80.5353,75.88,89,99,4.0,overcast clouds
350,Labuhan,ID,-6.8844,112.2051,81.0,83,98,5.19,overcast clouds
351,Sturgeon Bay,US,44.8342,-87.377,35.96,64,0,8.05,clear sky
352,Salalah,OM,17.0151,54.0924,71.69,43,0,3.44,clear sky
353,Airai,TL,-8.9266,125.4092,72.19,65,93,1.61,overcast clouds
354,Nantucket,US,41.2835,-70.0995,35.74,57,75,25.32,broken clouds
355,Russell,US,32.3502,-85.1999,51.4,58,0,0.0,clear sky
356,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.84,97,79,1.95,broken clouds
357,Vanderhoof,CA,54.0166,-124.0198,36.72,91,100,6.08,overcast clouds
358,Chumikan,RU,54.7183,135.315,17.91,87,100,6.2,overcast clouds
359,Kungurtug,RU,50.5994,97.5228,16.93,94,100,1.14,light snow
360,Kaitangata,NZ,-46.2817,169.8464,65.23,62,20,5.57,few clouds
361,Knysna,ZA,-34.0363,23.0471,60.13,86,100,12.86,light rain
362,Srednekolymsk,RU,67.45,153.6833,-6.12,92,100,5.99,overcast clouds
363,Mandiana,GN,10.6333,-8.6833,80.17,16,48,2.51,scattered clouds
364,Mangrol,IN,21.1167,70.1167,77.29,47,2,8.61,clear sky
365,Hammond,US,41.5834,-87.5,48.22,69,0,6.91,clear sky
366,Manama,BH,26.2154,50.5832,66.34,88,95,10.36,overcast clouds
367,Juneau,US,58.3019,-134.4197,35.6,89,100,4.61,overcast clouds
368,Harper,LR,4.375,-7.7169,79.52,85,95,5.84,overcast clouds
369,Port Shepstone,ZA,-30.7414,30.455,71.4,84,96,19.17,light rain
370,Playas,EC,-2.6333,-80.3833,78.26,85,43,7.47,moderate rain
371,Kitimat,CA,54.0524,-128.6534,40.91,34,100,1.5,moderate rain
372,Devarkonda,IN,16.7,78.9333,74.03,48,16,2.15,few clouds
373,Saint Peters,US,38.8003,-90.6265,59.14,44,0,8.03,clear sky
374,Bonthe,SL,7.5264,-12.505,77.49,92,97,5.88,overcast clouds
375,Wakkanai,JP,45.4094,141.6739,31.91,85,98,16.53,overcast clouds
376,Anna,RU,51.4842,40.4299,12.96,96,100,9.33,overcast clouds
377,Luxor,EG,25.6989,32.6421,52.32,46,0,9.51,clear sky
378,Mount Isa,AU,-20.7333,139.5,91.17,40,0,10.36,clear sky
379,Vanavara,RU,60.34,102.2797,-18.2,100,100,2.42,overcast clouds
380,Oranjestad,AW,12.524,-70.027,78.75,78,20,16.11,few clouds
381,Balaguer,ES,41.7912,0.8109,48.16,89,100,5.64,overcast clouds
382,Vao,NC,-22.6667,167.4833,79.34,79,24,14.09,few clouds
383,Marathon,US,44.9,-89.7668,36.93,60,0,6.91,clear sky
384,Sabang,ID,5.8933,95.3214,82.06,74,86,4.83,overcast clouds
385,Pisco,PE,-13.7,-76.2167,71.65,73,0,4.61,light rain
386,Morro Bay,US,35.3658,-120.8499,69.01,75,21,5.01,few clouds
387,Royan,FR,45.6285,-1.0281,42.78,85,18,17.18,few clouds
388,Mbumi,TZ,-7.9058,39.2105,71.73,96,100,1.59,overcast clouds
389,Mudanya,TR,40.3753,28.8822,26.01,82,23,4.29,few clouds
390,Pendleton,US,45.6721,-118.7886,55.63,58,40,16.11,scattered clouds
391,Nador,MA,35.174,-2.9287,57.45,88,0,4.61,clear sky
392,Porto Novo,BJ,6.4965,2.6036,81.0,80,30,6.8,scattered clouds
393,Marawi,PH,7.9986,124.2928,77.47,79,27,0.65,scattered clouds
394,La Palma,US,33.8464,-118.0467,70.92,59,0,10.36,clear sky
395,Skelleftea,SE,64.7507,20.9528,21.0,67,100,3.44,overcast clouds
396,Castellammare Del Golfo,IT,38.0188,12.8858,52.92,84,100,5.26,overcast clouds
397,Zeya,RU,53.75,127.2667,18.28,71,23,0.78,few clouds
398,Namibe,AO,-15.1961,12.1522,71.29,77,100,9.57,overcast clouds
399,Coswig,DE,51.1333,13.5833,42.66,32,0,12.66,clear sky
400,Cockburn Town,TC,21.4612,-71.1419,77.79,80,0,15.37,clear sky
401,Isoka,ZM,-10.1606,32.6335,61.43,88,100,2.51,overcast clouds
402,Monte Gordo,PT,37.1819,-7.4523,55.26,64,100,3.6,overcast clouds
403,Geraldton,AU,-28.7667,114.6,75.61,69,30,4.61,scattered clouds
404,Comodoro Rivadavia,AR,-45.8667,-67.5,62.46,36,0,6.91,clear sky
405,Tandil,AR,-37.3217,-59.1332,62.92,61,35,6.93,scattered clouds
406,La Asuncion,VE,11.0333,-63.8628,76.15,82,100,13.96,overcast clouds
407,Aasiaat,GL,68.7098,-52.8699,-2.02,98,100,7.7,overcast clouds
408,Morrope,PE,-6.5417,-80.0111,77.59,63,83,11.45,broken clouds
409,Gravina In Puglia,IT,40.8197,16.4228,33.57,74,0,1.68,clear sky
410,Mecca,SA,21.4267,39.8261,68.92,64,5,5.14,clear sky
411,Dunedin,NZ,-45.8742,170.5036,66.79,61,21,4.0,few clouds
412,Gravdal,NO,68.1214,13.5031,38.77,74,100,9.6,overcast clouds
413,Kailua,US,21.4022,-157.7394,84.18,69,33,5.01,scattered clouds
414,Half Moon Bay,US,37.4636,-122.4286,63.79,48,0,11.5,clear sky
415,Sokoto,NG,13.0609,5.239,77.0,16,97,11.45,overcast clouds
416,Santiago De Cao,PE,-7.9589,-79.2392,69.93,88,100,6.91,fog
417,Jibuti,DJ,11.5,42.5,69.98,76,25,11.07,scattered clouds
418,Alice Springs,AU,-23.7,133.8833,90.95,14,5,6.91,clear sky
419,Olenegorsk,RU,68.15,33.3,27.1,95,100,4.88,overcast clouds
420,Rincon,US,32.296,-81.2354,45.86,56,0,5.75,clear sky
421,Lata,PT,40.1629,-8.3327,46.08,86,100,4.14,overcast clouds
422,Itarema,BR,-2.9248,-39.9167,77.72,83,95,6.64,overcast clouds
423,Qobustan,AZ,40.0824,49.412,37.31,77,100,22.37,overcast clouds
424,Alekseyevsk,RU,57.8406,108.3492,-8.43,99,100,1.23,overcast clouds
425,Zadar,HR,44.1197,15.2422,29.01,93,0,3.44,clear sky
426,Nouadhibou,MR,20.931,-17.0347,63.28,84,4,21.88,clear sky
427,Atbasar,KZ,51.8,68.3333,1.71,99,100,3.31,overcast clouds
428,Djambala,CG,-2.5447,14.7533,67.51,83,100,1.1,overcast clouds
429,Pacific Grove,US,36.6177,-121.9166,62.46,72,0,7.0,clear sky
430,Antequera,ES,37.0194,-4.5612,52.93,94,100,5.5,light rain
431,Praya,CV,14.9215,-23.5087,68.54,73,20,24.16,few clouds
432,Manggar,ID,-2.8833,108.2667,82.69,73,40,1.03,scattered clouds
433,Nemuro,JP,43.3236,145.575,31.21,94,100,11.9,light snow
434,Necochea,AR,-38.5473,-58.7368,58.86,86,0,6.8,clear sky
435,Narsaq,GL,60.9167,-46.05,28.62,55,100,26.11,light snow
436,Codrington,AU,-38.2667,141.9667,72.63,65,100,8.03,light rain
437,Jalu,LY,29.0331,21.5482,52.38,54,6,12.82,clear sky
438,Yago,MX,21.8333,-105.0667,72.36,51,4,4.0,clear sky
439,Biggar,GB,55.6167,-3.5167,44.55,93,37,6.49,scattered clouds
440,Mana,GF,5.6592,-53.7767,76.12,93,100,10.16,overcast clouds
441,Wukari,NG,7.85,9.7833,77.61,20,67,3.04,broken clouds
442,Manitouwadge,CA,49.1215,-85.8403,5.38,98,100,2.55,overcast clouds
443,Bubaque,GW,11.2833,-15.8333,75.45,76,89,17.45,overcast clouds
444,Hambantota,LK,6.1241,81.1185,76.87,82,57,8.46,broken clouds
445,Kincardine,GB,56.0667,-3.7167,46.65,93,24,4.97,few clouds
446,Helden,DE,51.115,7.9519,48.85,75,100,2.3,overcast clouds
447,Karratha,AU,-20.7377,116.8463,91.92,49,0,6.55,clear sky
448,Shingu,JP,33.7333,135.9833,68.14,68,10,4.83,clear sky
449,Bukachacha,RU,52.9833,116.9167,15.04,89,100,2.1,overcast clouds
450,Chernyshevskiy,RU,63.0128,112.4714,-9.31,98,97,2.59,overcast clouds
451,Anshun,CN,26.25,105.9333,60.55,89,100,3.09,overcast clouds
452,Gberia Fotombu,SL,9.8833,-11.1667,74.55,67,100,7.92,overcast clouds
453,Ust-Ishim,RU,57.6935,71.1665,-8.95,100,90,4.56,overcast clouds
454,Turtas,RU,58.9417,69.1325,-4.52,97,59,5.39,broken clouds
455,Hun,LY,29.1268,15.9477,56.52,36,0,9.62,clear sky
456,Shar,KZ,49.5886,81.0453,10.65,96,90,5.37,overcast clouds
457,New Cumnock,GB,55.3956,-4.1846,44.42,96,18,5.06,few clouds
458,Castano Primo,IT,45.5536,8.7754,45.43,62,75,6.91,broken clouds
459,Viedma,AR,-40.8135,-62.9967,72.27,36,72,9.1,broken clouds
460,Uzhur,RU,55.3036,89.8339,-20.11,100,52,2.71,broken clouds
461,Nautla,MX,20.2167,-96.7833,62.55,85,33,1.7,scattered clouds
462,Osypenko,UA,46.9136,36.8253,26.01,64,0,6.02,clear sky
463,Ballina,AU,-28.8667,153.5667,72.01,91,85,11.14,overcast clouds
464,Unai,BR,-16.3575,-46.9061,71.06,88,73,2.13,broken clouds
465,Siavonga,ZM,-16.5382,28.7088,71.83,85,14,7.23,few clouds
466,Pampierstad,ZA,-27.7832,24.6877,61.97,90,100,12.19,light rain
467,Ilulissat,GL,69.2167,-51.1,3.22,78,100,5.75,overcast clouds
468,Kupang,ID,-10.1667,123.5833,83.55,74,99,4.14,overcast clouds
469,Kindu,CD,-2.95,25.95,69.1,94,100,2.46,overcast clouds
470,Batsfjord,NO,70.6345,29.7185,31.68,90,100,9.22,overcast clouds
471,Borogontsy,RU,62.6683,131.1683,1.17,93,100,1.23,overcast clouds
472,Saint-Augustin,CA,51.226,-58.6502,13.28,72,100,18.3,overcast clouds
473,Bilma,NE,18.6853,12.9164,64.71,12,0,12.15,clear sky
474,Homer,US,59.6425,-151.5483,35.47,68,100,25.99,overcast clouds
475,Yarega,RU,63.4354,53.5765,14.65,96,100,6.51,overcast clouds
476,Kununurra,AU,-15.7667,128.7333,78.78,89,20,3.44,moderate rain
477,Neryungri,RU,56.6709,124.6491,-0.44,95,85,1.23,overcast clouds
478,Pampas,PE,-12.4,-74.9,49.14,95,99,2.46,overcast clouds
479,Kuito,AO,-12.3833,16.9333,60.04,96,100,4.38,overcast clouds
480,Sisimiut,GL,66.9395,-53.6735,-4.9,94,100,9.8,overcast clouds
481,Owando,CG,-0.4819,15.8999,70.72,79,44,0.63,scattered clouds
482,Tual,ID,-5.6667,132.75,83.53,72,100,0.74,very heavy rain
483,Port Hedland,AU,-20.3167,118.5667,91.45,70,0,11.5,clear sky
484,Townsville,AU,-19.25,146.8,83.28,65,75,16.11,broken clouds
485,Kinarut,MY,5.8231,116.0466,84.22,79,20,2.3,few clouds
486,Belluru,IN,12.9911,76.7444,66.99,54,2,3.27,clear sky
487,Piombino,IT,42.9348,10.5221,52.59,67,100,5.01,overcast clouds
488,Emba,KZ,48.8264,58.1442,0.03,98,100,2.01,overcast clouds
489,Yanam,IN,16.7333,82.2167,69.8,67,21,2.19,few clouds
490,Blagoyevo,RU,63.3667,47.9167,10.83,97,93,6.51,overcast clouds
491,Ekibastuz,KZ,51.6667,75.3667,10.51,96,100,9.06,overcast clouds
492,Snezhnogorsk,RU,69.1933,33.2531,22.78,90,100,7.92,overcast clouds
493,Luckenwalde,DE,52.0833,13.1667,40.73,44,0,1.99,clear sky
494,Tilichiki,RU,60.4667,166.1,11.8,70,0,7.54,clear sky
495,Shieli,KZ,44.1667,66.75,36.0,72,100,5.44,overcast clouds
496,Novo Aripuana,BR,-5.1206,-60.3797,74.16,98,100,1.66,heavy intensity rain
497,Praia Da Vitoria,PT,38.7333,-27.0667,53.76,72,51,12.86,broken clouds
498,Chenzhou,CN,25.8,113.0333,75.88,69,77,2.66,broken clouds
499,Siauliai,LT,55.9333,23.3167,32.02,80,97,9.22,overcast clouds
500,Ibiruba,BR,-28.6275,-53.0897,62.89,93,100,5.41,overcast clouds
501,Watertown,US,42.3709,-71.1828,33.15,48,0,16.11,clear sky
502,San Pedro,PH,14.35,121.0167,86.32,73,71,7.29,broken clouds
503,Dinguiraye,GN,11.3,-10.7167,78.73,19,92,4.27,overcast clouds
504,Hobyo,SO,5.3505,48.5268,78.17,73,16,15.17,few clouds
505,Escanaba,US,45.7453,-87.0646,30.51,76,0,0.0,clear sky
506,Laguna,US,38.421,-121.4238,66.06,40,0,4.61,clear sky
507,Vilyuysk,RU,63.7553,121.6247,-4.41,94,100,4.81,overcast clouds
508,College,US,64.8569,-147.8028,19.8,31,20,9.22,few clouds
509,Tatawin,TN,32.9297,10.4518,56.05,42,100,2.37,overcast clouds
510,Najran,SA,17.4924,44.1277,64.49,19,53,2.68,broken clouds
511,Batemans Bay,AU,-35.7167,150.1833,71.1,65,1,5.73,clear sky
512,Itatinga,BR,-23.1017,-48.6158,65.53,98,99,1.39,overcast clouds
513,Paita,PE,-5.0892,-81.1144,77.2,80,59,8.81,broken clouds
514,Tautira,PF,-17.7333,-149.15,81.19,71,75,7.83,broken clouds
515,Constitucion,CL,-35.3333,-72.4167,59.88,79,0,3.4,clear sky
516,Palana,RU,59.1167,159.9667,13.44,69,1,3.09,clear sky
517,Thinadhoo,MV,0.5333,72.9333,82.62,68,100,3.4,overcast clouds
518,Sangmelima,CM,2.9333,11.9833,67.71,97,66,2.82,broken clouds
519,Kozan,TR,37.4552,35.8157,31.91,61,16,8.32,few clouds
520,Yermakovskoye,RU,53.2831,92.4003,5.67,94,100,3.15,light snow
521,Machilipatnam,IN,16.1667,81.1333,75.83,66,100,1.01,overcast clouds
522,Upington,ZA,-28.4478,21.2561,64.09,63,100,18.16,overcast clouds
523,Kendari,ID,-3.945,122.4989,83.97,73,15,2.1,few clouds
524,Filingue,NE,14.3521,3.3168,78.55,16,94,10.76,overcast clouds
525,Zhaotong,CN,27.3167,103.7167,58.91,81,10,5.46,clear sky
526,Road Town,VG,18.4167,-64.6167,77.04,78,20,13.8,few clouds
527,Maham,IN,28.9833,76.3,66.24,42,0,1.05,clear sky
528,Orasac,BA,44.6289,16.0711,31.37,94,3,4.45,clear sky
529,Sanwer,IN,22.9833,75.8333,61.45,28,1,2.86,clear sky
530,Qiryat Yam,IL,32.8508,35.0703,49.98,56,95,1.01,overcast clouds
531,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.19,99,100,1.95,light rain
532,Berlevag,NO,70.8578,29.0864,34.54,86,100,13.49,overcast clouds
533,Pascagoula,US,30.3658,-88.5561,50.04,81,0,5.08,clear sky
534,Nikolayevskaya,RU,47.6139,41.5023,23.11,78,24,3.56,few clouds
535,Vila Franca Do Campo,PT,37.7167,-25.4333,55.2,65,100,15.55,overcast clouds
536,Berezovyy,RU,51.6667,135.7,21.61,87,80,1.99,broken clouds
537,Zhigansk,RU,66.7697,123.3711,-16.53,96,68,13.71,broken clouds
538,Bambanglipuro,ID,-7.95,110.2833,81.97,75,97,2.55,overcast clouds
539,Belyy Yar,RU,53.6039,91.3903,3.09,66,0,8.95,clear sky
540,Keetmanshoop,NA,-26.5833,18.1333,60.96,63,2,17.13,clear sky
541,Alofi,NU,-19.0595,-169.9187,81.46,72,10,5.21,clear sky
542,Marsa Matruh,EG,31.3525,27.2453,50.88,50,100,13.85,overcast clouds
543,Lourdes,FR,43.1,-0.05,43.72,100,0,3.44,clear sky
544,Taoudenni,ML,22.6783,-3.9836,74.37,10,0,5.3,clear sky
545,Svetlogorsk,BY,52.6333,29.7333,28.4,75,13,4.88,few clouds
546,Tabuk,PH,17.4189,121.4443,79.74,75,7,3.65,clear sky
547,Bintulu,MY,3.1667,113.0333,79.36,85,89,4.45,overcast clouds
548,Olinda,BR,-8.0089,-34.8553,83.93,70,40,6.91,scattered clouds
549,Roswell,US,34.0232,-84.3616,46.08,51,0,2.3,clear sky
550,Yatou,CN,37.15,122.3833,44.37,93,100,8.9,overcast clouds
551,Vestmanna,FO,62.1564,-7.1664,43.72,93,75,9.22,broken clouds
552,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.92,88,3,12.97,clear sky
553,Asosa,ET,10.0667,34.5333,69.26,34,100,4.9,overcast clouds
554,Olafsvik,IS,64.8945,-23.7142,38.43,72,100,26.98,overcast clouds
555,Usogorsk,RU,63.4106,48.6872,10.2,97,91,5.59,overcast clouds
556,Aberdour,GB,56.05,-3.3,48.34,83,20,9.22,few clouds
557,Daru,PG,-9.0763,143.2092,87.6,66,43,5.55,scattered clouds
558,Sabancuy,MX,18.9667,-91.1833,73.87,69,100,6.51,overcast clouds
559,Ojinaga,MX,29.5667,-104.4167,74.35,17,0,4.61,clear sky
560,Nyurba,RU,63.2842,118.3319,-3.93,93,100,3.78,overcast clouds
561,Hervey Bay,AU,-25.2986,152.8535,80.02,61,3,8.99,clear sky
562,Manzhouli,CN,49.6,117.4333,21.87,75,100,4.41,overcast clouds
563,Phalaborwa,ZA,-23.943,31.1411,72.68,52,1,3.53,clear sky
564,Ouallam,NE,14.3188,2.0866,81.03,17,55,10.63,broken clouds
565,Oksfjord,NO,70.2396,22.3479,32.0,71,97,8.59,overcast clouds
566,Dedza,MW,-14.3779,34.3332,57.34,97,99,2.1,overcast clouds
567,Marrakesh,MA,31.6315,-8.0083,57.27,82,40,5.75,scattered clouds
568,Eureka,US,40.8021,-124.1637,57.67,66,100,4.0,overcast clouds
569,Sept-Iles,CA,50.2001,-66.3821,12.72,57,75,12.66,broken clouds
570,Eyl,SO,7.9803,49.8164,74.7,80,81,10.78,broken clouds
571,Springbok,ZA,-29.6643,17.8865,50.59,73,11,7.05,few clouds
572,Elbistan,TR,38.2059,37.1983,17.78,84,100,3.27,overcast clouds
573,Havre-Saint-Pierre,CA,50.2334,-63.5986,19.4,52,0,14.97,clear sky
574,Hofn,IS,64.2539,-15.2082,35.29,48,0,8.16,clear sky
575,Charlestown,AU,-32.95,151.6667,76.82,74,12,4.0,few clouds
576,Owen Sound,CA,44.5672,-80.9435,28.78,88,97,13.0,overcast clouds
577,Ayr,GB,55.4627,-4.6339,46.29,81,100,12.66,overcast clouds
578,Pochutla,MX,15.7432,-96.4661,82.81,68,0,5.44,clear sky
579,Verkhoyansk,RU,67.5447,133.385,-7.6,94,100,2.57,overcast clouds
580,Saint-Louis,SN,16.3333,-15.0,78.21,8,0,10.63,clear sky
581,Zhangye,CN,38.9342,100.4517,49.57,32,15,9.13,few clouds
582,Joshimath,IN,30.5667,79.5667,50.34,30,0,11.97,clear sky
583,Karpogory,RU,64.0019,44.4451,20.23,94,100,7.18,overcast clouds
584,Zhezkazgan,KZ,47.8043,67.7144,18.64,94,82,6.51,broken clouds
585,Broome,US,42.2506,-75.833,27.46,73,100,10.36,overcast clouds
586,Hammerfest,NO,70.6634,23.6821,36.05,80,0,3.44,clear sky
587,Plettenberg Bay,ZA,-34.0527,23.3716,60.03,86,100,15.64,light rain
588,Khalkhal,IR,37.6189,48.5258,27.41,90,100,7.65,light snow
589,Codajas,BR,-3.8367,-62.0569,73.67,98,100,4.54,moderate rain
590,Paranagua,BR,-25.52,-48.5092,69.28,98,100,2.04,overcast clouds
591,Balkanabat,TM,39.5108,54.3671,48.52,49,100,1.7,overcast clouds
592,Merauke,ID,-8.4667,140.3333,85.98,69,38,4.7,light rain
593,Khani,GE,41.9563,42.9566,26.17,79,100,2.42,overcast clouds
594,Darhan,MN,49.4867,105.9228,13.78,90,100,8.7,light snow
595,Chimay,BE,50.0486,4.3171,45.82,94,100,11.7,overcast clouds
596,Vila Velha,BR,-20.3297,-40.2925,78.75,89,20,5.75,few clouds
597,Batagay-Alyta,RU,67.8006,130.4114,-10.59,94,96,2.46,overcast clouds
598,Yar-Sale,RU,66.8333,70.8333,-4.61,100,100,6.31,overcast clouds
599,Mitsamiouli,KM,-11.3847,43.2844,80.15,75,100,1.95,overcast clouds
600,Buchanan,LR,5.8808,-10.0467,78.89,89,85,6.49,overcast clouds
601,Kaniama,CD,-7.5667,24.1833,62.56,97,100,1.36,overcast clouds
602,Avera,US,33.194,-82.5271,42.55,35,0,4.72,clear sky
603,Terney,RU,45.0503,136.6092,33.24,81,61,3.33,broken clouds
604,Ygatimi,PY,-24.0833,-55.5,69.75,77,51,1.01,broken clouds
605,Hasaki,JP,35.7333,140.8333,70.29,69,39,15.84,scattered clouds
606,Margate,GB,51.3813,1.3862,46.31,91,100,1.01,overcast clouds
607,Kandrian,PG,-6.2167,149.55,87.26,61,78,4.14,broken clouds
608,Ringas,IN,27.35,75.5667,69.94,33,0,3.22,clear sky
609,Coolum Beach,AU,-26.5333,153.1,76.33,83,97,12.28,overcast clouds
610,Mazyr,BY,52.0495,29.2456,28.24,76,6,4.74,clear sky
611,San Quintin,MX,30.4833,-115.95,60.37,67,0,18.95,clear sky
612,Khomutovo,RU,52.4658,104.4025,2.01,93,100,3.67,overcast clouds
613,Storrs,US,41.8084,-72.2495,30.02,54,75,10.36,broken clouds
614,Avon,US,41.4517,-82.0354,42.46,63,75,11.5,broken clouds
615,Kastrakion,GR,39.7156,21.6181,34.27,72,46,2.24,scattered clouds
616,Shimoda,JP,34.6667,138.95,71.1,79,27,18.9,scattered clouds
617,Talavera De La Reina,ES,39.9635,-4.8308,47.26,68,100,9.19,overcast clouds
618,Zatoka,UA,46.0725,30.4654,35.51,64,14,3.22,few clouds
619,Anadyr,RU,64.75,177.4833,-3.5,83,0,13.42,clear sky
620,Dongkan,CN,33.9997,119.8308,58.91,83,84,10.36,broken clouds
621,Ponta Delgada,PT,37.7333,-25.6667,55.51,62,75,6.91,broken clouds
622,Seoul,KR,37.5683,126.9778,49.39,75,100,3.06,light rain
623,Ambon,ID,-3.6954,128.1814,84.34,79,40,5.75,light rain
624,Puerto Lempira,HN,15.2667,-83.7667,77.18,81,35,8.1,scattered clouds
625,Baffa,PK,34.4378,73.2194,62.51,45,100,6.35,overcast clouds
626,Kondagaon,IN,19.6,81.6667,63.03,22,1,1.9,clear sky
627,Labuan,MY,5.2767,115.2417,84.56,79,20,1.14,few clouds
628,Pecos,US,31.4229,-103.4932,71.69,8,0,8.05,clear sky
629,Moche,PE,-8.1711,-79.0092,69.98,88,100,6.91,fog
630,Havoysund,NO,70.9963,24.6622,36.64,79,100,13.82,overcast clouds
631,Culebra,PR,18.303,-65.301,78.84,73,0,14.0,clear sky
632,Gabu,GW,12.2833,-14.2167,72.25,64,46,4.79,scattered clouds
633,Noratus,AM,40.3755,45.1772,16.7,85,100,4.94,overcast clouds
634,Tondon,GN,10.3667,-13.35,68.83,96,79,0.69,broken clouds
635,Tamandare,BR,-8.7597,-35.1047,79.63,81,100,6.33,overcast clouds
636,Balkhash,KZ,46.844,74.9804,32.61,93,40,11.18,scattered clouds
637,Longhua,CN,23.6137,114.1919,74.17,72,96,1.36,overcast clouds
638,Talaya,RU,61.3833,152.75,-6.3,88,100,1.41,overcast clouds
639,Ilhabela,BR,-23.7781,-45.3581,76.64,92,97,3.13,overcast clouds
640,Raga,SS,8.4596,25.678,75.69,20,100,4.47,overcast clouds
641,Aljezur,PT,37.3191,-8.8033,51.26,76,100,2.64,overcast clouds
642,Dabhol,IN,17.6,73.1667,77.38,35,7,4.88,clear sky
643,Ixtapa,MX,20.7,-105.2,72.63,73,0,9.22,clear sky
644,Molepolole,BW,-24.4066,25.4951,64.54,47,82,8.57,broken clouds
645,Atchison,US,39.563,-95.1216,59.5,43,2,12.55,clear sky
646,Prince Rupert,CA,54.3161,-130.3201,42.49,93,100,19.57,light rain
647,Villa Del Rosario,CO,7.8339,-72.4742,77.38,83,40,2.3,scattered clouds
648,Krk,HR,45.0258,14.5731,40.19,68,8,5.21,clear sky
649,Dalmatovo,RU,56.26,62.9362,-1.57,100,94,2.42,overcast clouds
650,Tome,CL,-36.6167,-72.95,61.41,59,0,3.89,clear sky
651,Chaman,PK,30.9236,66.4512,68.22,34,14,4.52,few clouds
652,Brae,GB,60.3964,-1.353,45.77,91,100,25.23,overcast clouds
653,Olbia,IT,40.9214,9.4856,51.85,100,40,2.3,scattered clouds
654,Domoni,KM,-12.2569,44.5319,78.73,82,100,4.36,overcast clouds
655,Mosjoen,NO,65.836,13.1908,42.67,70,100,7.27,overcast clouds
656,Saint-Francois,FR,46.4154,3.9054,36.84,93,0,3.44,clear sky
657,Foshan,CN,23.0268,113.1315,75.24,63,100,6.6,overcast clouds
658,Casper,US,42.8666,-106.3131,41.72,61,40,10.36,scattered clouds
659,Ulaangom,MN,49.9811,92.0667,6.17,90,77,2.62,broken clouds
660,Iquitos,PE,-3.7481,-73.2472,75.24,94,100,2.3,overcast clouds
661,Manta,EC,-0.95,-80.7333,82.18,78,75,4.61,broken clouds
662,Kasangulu,CD,-4.5911,15.1708,70.77,93,100,2.42,overcast clouds
663,Nanortalik,GL,60.1432,-45.2371,29.71,80,100,27.07,snow
664,Flinders,AU,-34.5833,150.8552,72.25,78,43,4.99,light rain
665,Mayya,RU,61.7333,130.2811,0.72,88,100,4.76,overcast clouds
666,Esna,EG,25.2934,32.554,53.96,41,0,16.67,clear sky
667,Freetown,SL,8.484,-13.2299,76.12,90,64,7.25,broken clouds
668,Flin Flon,CA,54.7682,-101.865,8.89,85,100,10.89,overcast clouds
669,Acari,PE,-15.4311,-74.6158,74.08,76,74,2.55,light rain
670,Valdepenas,ES,38.7621,-3.3848,45.84,64,100,21.5,light rain
671,Sorong,ID,-0.8833,131.25,83.01,82,60,8.1,broken clouds
672,Camana,PE,-16.6228,-72.7111,72.27,83,100,6.29,overcast clouds
673,Humaita,BR,-7.5061,-63.0208,74.43,98,100,3.22,light rain
674,Adzope,CI,6.1069,-3.8619,71.37,95,100,2.15,moderate rain
675,Bonavista,CA,48.6499,-53.1147,21.56,59,100,37.6,overcast clouds
676,Lakitelek,HU,46.876,19.995,26.82,46,0,2.3,clear sky
677,Pokaran,IN,26.9167,71.9167,78.22,22,0,10.33,clear sky
678,Kangaatsiaq,GL,68.3065,-53.4641,-1.41,97,100,8.84,overcast clouds
679,Svetlaya,RU,46.5389,138.3297,32.74,86,98,6.42,overcast clouds
680,Manaure,CO,11.7751,-72.4445,79.97,72,86,17.63,overcast clouds
681,Poum,NC,-20.2333,164.0167,82.27,76,100,10.47,overcast clouds
682,Buta,CD,2.7858,24.73,68.65,98,100,2.17,light rain
683,Hirara,JP,24.8,125.2833,75.47,73,20,4.61,few clouds
684,Tanabe,JP,33.7333,135.3667,67.21,79,40,3.44,scattered clouds
685,Svetlyy,RU,54.675,20.1347,29.97,79,2,7.72,clear sky
686,Waipawa,NZ,-41.4122,175.5153,59.07,66,100,7.99,overcast clouds
687,Gat,IL,31.61,34.7642,47.08,100,100,7.87,overcast clouds
688,Huarmey,PE,-10.0681,-78.1522,73.99,77,100,8.39,overcast clouds
689,Wanning,CN,18.8003,110.3967,75.87,78,20,0.98,few clouds
690,Ewa Beach,US,21.3156,-158.0072,84.15,55,0,16.11,clear sky
691,Chuguyevka,RU,44.1653,133.8633,34.43,76,91,1.19,overcast clouds
692,Vanimo,PG,-2.6741,141.3028,85.28,70,56,6.24,broken clouds
693,Nome,US,64.5011,-165.4064,26.67,28,0,14.97,clear sky
